image_path,label
Abstract_gallery/Abstract_gallery/Abstract_image_1876.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_419.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_761.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_717.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1176.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1973.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_259.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2637.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2426.jpg,abstract_art
Abstract_gallery_2/Abstract_gallery_2/Abstract_image_2795.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1955.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1581.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_506.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2703.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1572.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_707.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_977.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2704.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_248.jpg,abstract_art
Abstract_gallery_2/Abstract_gallery_2/Abstract_image_2853.jpg,abstract_art
Abstract_gallery_2/Abstract_gallery_2/Abstract_image_2788.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_469.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_461.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2058.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_984.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2613.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_910.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2011.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1351.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_899.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2342.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_81.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_551.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2142.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_257.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_915.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1388.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1894.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_616.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2433.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_222.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2098.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1947.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1245.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2310.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2634.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2545.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1177.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_103.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_391.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_916.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1498.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2255.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_1933.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2677.jpg,abstract_art
Abstract_gallery/Abstract_gallery/Abstract_image_2546.jpg,abstract_art
